BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom,Floor Group
2,13000,890,Chennai,Unfurnished,Bachelors,2,Lower Floor
2,9000,700,Chennai,Unfurnished,Bachelors/Family,3,Lower Floor
3,25000,1146,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,12000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,18000,800,Chennai,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,9500,640,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,14000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
4,40000,2400,Chennai,Unfurnished,Bachelors,3,Ground Floor/Basement
2,15000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,8500,0,Chennai,Unfurnished,Family,2,Upper Floor
3,27500,0,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,15000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
1,5000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,26000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,14000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,20000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,17000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
3,75000,2000,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,19500,0,Chennai,Semi-Furnished,Bachelors,2,Lower Floor
2,10000,2000,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,32000,0,Chennai,Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Chennai,Unfurnished,Family,2,Ground Floor/Basement
3,28000,1050,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,10677,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,50000,0,Chennai,Furnished,Bachelors/Family,3,Upper Floor
3,32500,0,Chennai,Unfurnished,Bachelors/Family,3,Lower Floor
2,23000,850,Chennai,Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,48000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,58000,1700,Hyderabad,Furnished,Bachelors/Family,3,Upper Floor
2,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,9500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,14000,900,Hyderabad,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,16000,0,Hyderabad,Furnished,Family,2,Lower Floor
3,18000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,8200,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,12000,1300,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
1,10000,0,Hyderabad,Furnished,Bachelors/Family,1,Lower Floor
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,22000,1400,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,10500,0,Hyderabad,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,14000,1350,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,10500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,30000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,11000,0,Hyderabad,Furnished,Family,2,Upper Floor
2,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,35000,1650,Hyderabad,Semi-Furnished,Family,3,Upper Floor
3,23382,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,9500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors,2,Ground Floor/Basement
3,60000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,9000,0,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
2,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,5500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,25000,919,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,23000,25,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,6500,200,Hyderabad,Unfurnished,Bachelors,2,Ground Floor/Basement
1,9000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
4,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,12500,1250,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
3,45000,1900,Hyderabad,Unfurnished,Bachelors,3,Upper Floor
2,27000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,75000,2395,Hyderabad,Semi-Furnished,Family,3,Upper Floor
2,9000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,12000,700,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,24000,0,Hyderabad,Unfurnished,Family,2,Upper Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
3,24000,1600,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,27000,0,Hyderabad,Semi-Furnished,Family,3,Upper Floor
3,30000,1450,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,20000,0,Hyderabad,Semi-Furnished,Family,3,Upper Floor
3,22000,2000,Hyderabad,Furnished,Bachelors,3,Ground Floor/Basement
4,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,23000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,18000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
3,55000,0,Hyderabad,Semi-Furnished,Bachelors,3,Upper Floor
1,5000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
2,7000,800,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
3,28000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,12000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,13000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,9500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,35000,1600,Hyderabad,Semi-Furnished,Family,3,Upper Floor
1,4000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
1,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,12500,1010,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
3,65000,1850,Hyderabad,Furnished,Bachelors,3,Upper Floor
2,13000,1300,Hyderabad,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,12500,1100,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
3,45000,2200,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,50000,0,Hyderabad,Semi-Furnished,Bachelors,3,Lower Floor
3,40000,1900,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,30000,1600,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,7000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,25000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
1,9000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,16000,1500,Hyderabad,Furnished,Family,3,Upper Floor
1,10500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,11000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,24000,0,Hyderabad,Semi-Furnished,Bachelors/Family,4,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,20000,0,Hyderabad,Unfurnished,Family,3,Lower Floor
2,24000,1200,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,12000,1250,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,10000,1100,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,45000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,40000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
1,4000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
4,27000,2520,Hyderabad,Semi-Furnished,Family,5,Upper Floor
1,10000,0,Hyderabad,Furnished,Bachelors/Family,1,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,18000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,14500,500,Hyderabad,Semi-Furnished,Bachelors,1,Lower Floor
2,14000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,18000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,9500,720,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,49000,0,Hyderabad,Unfurnished,Bachelors,3,Upper Floor
1,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,130000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,13000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
3,18000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,18000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,32000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,35000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
1,6000,680,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,9500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,38000,1496,Hyderabad,Semi-Furnished,Bachelors,2,Upper Floor
3,20000,0,Hyderabad,Semi-Furnished,Family,2,Lower Floor
3,15000,1600,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,27000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,16000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,17000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12500,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,25000,0,Hyderabad,Furnished,Bachelors/Family,3,Upper Floor
3,35000,0,Hyderabad,Semi-Furnished,Bachelors,3,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,45000,0,Hyderabad,Unfurnished,Bachelors,3,Lower Floor
2,20000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,15000,1450,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,19800,1070,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,8500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
1,8500,900,Hyderabad,Unfurnished,Family,1,Upper Floor
1,4500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
1,13000,750,Hyderabad,Semi-Furnished,Family,1,Upper Floor
2,18000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,26000,1800,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,17000,0,Hyderabad,Furnished,Bachelors/Family,1,Upper Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
1,8000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,22000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
4,45000,0,Hyderabad,Semi-Furnished,Bachelors/Family,4,Upper Floor
3,20000,2000,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,16000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,35000,1000,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
1,5500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,35000,1250,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
1,14000,700,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,25000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
4,36000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,20000,0,Hyderabad,Semi-Furnished,Family,2,Lower Floor
3,30000,1700,Hyderabad,Furnished,Family,3,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Family,2,Lower Floor
2,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,13000,0,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
3,22000,3000,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
1,15000,0,Hyderabad,Unfurnished,Family,1,Lower Floor
3,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,57000,1417,Hyderabad,Furnished,Bachelors,3,Lower Floor
3,1200,2100,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,8000,550,Hyderabad,Unfurnished,Bachelors,1,Upper Floor
3,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,17000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
3,25000,1300,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,35000,1565,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,35000,0,Hyderabad,Furnished,Family,3,Lower Floor
3,27000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,18000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
3,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,8500,130,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,35000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
2,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,20000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,18000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
1,5300,100,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,11000,950,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
2,12000,1000,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
2,12000,900,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,20000,1800,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,13000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,5400,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,16500,0,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
2,12000,1150,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,8500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,14000,1050,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
3,15000,1500,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,6000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,37000,150,Hyderabad,Unfurnished,Bachelors,3,Lower Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,60000,0,Hyderabad,Semi-Furnished,Bachelors,4,Upper Floor
2,18000,1248,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,14000,1110,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,50000,2300,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,17000,1000,Hyderabad,Furnished,Bachelors,2,Upper Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
4,80000,0,Hyderabad,Furnished,Bachelors/Family,5,Upper Floor
1,7500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,14000,950,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,10000,1300,Hyderabad,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,17000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
1,6500,450,Hyderabad,Semi-Furnished,Bachelors,1,Upper Floor
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,22000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,52000,2800,Hyderabad,Furnished,Family,3,Upper Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,14000,0,Hyderabad,Furnished,Bachelors,2,Lower Floor
3,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,780,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
1,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,17000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,15500,600,Hyderabad,Semi-Furnished,Bachelors,1,Ground Floor/Basement
3,65000,1800,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,60000,1800,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
3,45000,1900,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,10500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,20000,1200,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
3,18000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,28000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,12500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
4,31000,0,Hyderabad,Semi-Furnished,Bachelors/Family,4,Lower Floor
2,7000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,17500,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,9500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
1,7000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,15000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
3,15000,1550,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
4,85000,2550,Hyderabad,Semi-Furnished,Bachelors/Family,4,Upper Floor
1,5500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,13000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,20000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
3,25000,1000,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,12000,1100,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,9500,1100,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,200,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Family,2,Upper Floor
2,8000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,16000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12333,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,9500,400,Hyderabad,Unfurnished,Bachelors,1,Upper Floor
2,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,14000,1300,Hyderabad,Unfurnished,Bachelors,3,Upper Floor
1,7500,400,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
1,13900,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
1,5500,0,Hyderabad,Unfurnished,Bachelors,1,Upper Floor
2,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,4700,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,30000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,16500,1500,Hyderabad,Semi-Furnished,Bachelors,3,Lower Floor
3,24000,1600,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,9500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,22500,1600,Hyderabad,Semi-Furnished,Family,3,Lower Floor
3,32000,1300,Hyderabad,Semi-Furnished,Bachelors,3,Upper Floor
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,7000,0,Hyderabad,Unfurnished,Family,2,Ground Floor/Basement
3,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,7500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
